source,url,published_at,title,text,ce_keywords_found,validation_confidence,validation_reason
Smart Cities World,https://www.smartcitiesworld.net/special-reports,,Special Reports,"Join city and industry experts to explore how AI is enabling more personalised, accessible, and trusted government services, and uncover practical strategies for responsible AI adoption that benefits all citizens. Hear from Manchester City Council and the City of Tampere.
Discover how this year’s Cities Climate Action Summit puts the spotlight on the switch to clean and renewable energy, and the importance of energy-efficiency.
Find out how Dublin is innovating to improve experiences and services for its communities in the latest SmartCitiesWorld City Profile, including digital twin projects, traffic reduction, and economic growth.
Discover how the city of Madrid is innovating to become a smarter, more sustainable city that’s able to deliver improved services to residents and visitors alike.
Tune in for the latest Urban Exchange where we get a first-hand account of city resilience measures from Quezon City following unexpected extreme rainfall.
Andrea Sorri of Axis Communications explains how AI can be used to maximise insights from existing infrastructure and enable cities to avoid the costs of deploying new sensors.
ST Engineering’s Richard Ng explains how integrated smart city platforms can support cities in becoming more sustainable and efficient at the scale that is right for them.
Here at SmartCitiesWorld, we produce Special Reports on a weekly basis. If you would like to contribute to any special report or opinion pieces please contact our editor Luke Antoniou on lukea@smartcitiesworld.net
The Diia.AI app represents a new way for governments to interact with communities and aims to bring fast, intuitive public services even closer to people.
Find out how Dublin is innovating to improve experiences and services for its communities in the latest SmartCitiesWorld City Profile, including digital twin projects, traffic reduction, and economic growth.
Download our latest report to uncover how artificial intelligence is being used to support cities in how they plan and operate city services to ensure they are vibrant, sustainable and economically thriving modern spaces.
Tune in for the latest Urban Exchange where we get a first-hand account of city resilience measures from Quezon City following unexpected extreme rainfall.
Tune in for the latest Urban Exchange where we get a first-hand account of city resilience measures from Quezon City following unexpected extreme rainfall.
Our editorial newsletter pulls together our latest news items into one email, direct to your inbox. We also feature our latest city interviews, Special Reports and Guest Opinions.
Policymakers and city leaders must act to unlock vital sources of private capital and cities must engage investors at a much earlier stage, says Delphine Queniart of Bankers Without Boundaries.
Discover how Manchester is turning its digital ambitions into action through a people-centred approach that blends social purpose with technical innovation.
Mayor Matt Mahan explains how the city is responsibly deploying AI and leading the discussion on how cities can use it to improve civic engagement, public safety, transportation, and service delivery.
Sunderland City Council chief executive Patrick Melia explains why smart transformation doesn’t have to be driven by scale or budget – it’s about clarity of vision, strong partnerships and community trust.
The Australian government’s long-anticipated climate risk assessment has arrived, but what’s the outlook and what does it mean for city governments and communities?
Jennifer Sanders of North Texas Innovation Alliance (NTXIA) explains how the second Smart Cities Global Startup Challenge at SCEWC is levelling up in 2025.
Justin Anderson, Managing Director for Data and Digital at Connected Places Catapult, explains how a new role for him coincides with national and local innovation priorities, and how to make good on the potential of devolution.
Raffaele Gareri, founder and partner Urban Innovators Global and former CDO of Rome, explains why innovation in cities must begin with people, and how to deliver the best outcomes to communities through innovation projects.
Mayor David Holt of Oklahoma City explains how political agreement and tolerance has helped create a city and community that ensures investment in its future is paramount.
City of Chattanooga’s Brian Smith explains how the city has changed its reputation from America’s dirtiest city to the first designated as a National Park City.
Smart city is the framework based on Information and Communication technologies that enable the development of sustainable practices to address the urbanisation challenges. Leveraging the technology is one of the foremost pillars of ‘smart cities’ in order to increase efficiencies and improve the quality of resident’s life and the city’s services.
The continued growth of skyscrapers and urban infrastructure means AVs are at risk of signal black-out in cities across the world, warns UK-based AV software specialist, Oxbotica.
The company will build and operate a smart city platform with citywide network connectivity for the Qatar city using advanced AI and data-driven technologies.
Bilkollektivet will collaborate with the shared mobility specialist, Digital Mobility Solutions, to provide a “total package” for Norwegian municipalities less equipped for car-sharing.
Google affiliate blames coronavirus and economic uncertainty for closing controversial and delayed smart city project
SmartCitiesWorld Newsletters (Daily/Weekly)
Our editorial newsletter pulls together our latest news items into one email, direct to your inbox. We also feature our latest city interviews, Special Reports and Guest Opinions.
We use cookies so we can provide you with the best online experience. By continuing to browse this site you are agreeing to our use of cookies. Click on the banner to find out more.","smart cities, infrastructure development, energy efficiency, city resilience, urban planning",0.9,"The article discusses smart cities, infrastructure development, energy efficiency, and innovation in cities, which are closely related to civil engineering and infrastructure."
Smart Cities World,https://www.smartcitiesworld.net/cloud-and-edge-computing?nav=top,,Cloud and edge computing,"Join city and industry experts to explore how AI is enabling more personalised, accessible, and trusted government services, and uncover practical strategies for responsible AI adoption that benefits all citizens. Hear from Manchester City Council and the City of Tampere.
Discover how this year’s Cities Climate Action Summit puts the spotlight on the switch to clean and renewable energy, and the importance of energy-efficiency.
Find out how Dublin is innovating to improve experiences and services for its communities in the latest SmartCitiesWorld City Profile, including digital twin projects, traffic reduction, and economic growth.
Discover how the city of Madrid is innovating to become a smarter, more sustainable city that’s able to deliver improved services to residents and visitors alike.
Tune in for the latest Urban Exchange where we get a first-hand account of city resilience measures from Quezon City following unexpected extreme rainfall.
Andrea Sorri of Axis Communications explains how AI can be used to maximise insights from existing infrastructure and enable cities to avoid the costs of deploying new sensors.
ST Engineering’s Richard Ng explains how integrated smart city platforms can support cities in becoming more sustainable and efficient at the scale that is right for them.
Find out how Dublin is innovating to improve experiences and services for its communities in the latest SmartCitiesWorld City Profile, including digital twin projects, traffic reduction, and economic growth.
Download our latest report to uncover how artificial intelligence is being used to support cities in how they plan and operate city services to ensure they are vibrant, sustainable and economically thriving modern spaces.
Tune in for the latest Urban Exchange where we get a first-hand account of city resilience measures from Quezon City following unexpected extreme rainfall.
Tune in for the latest Urban Exchange where we get a first-hand account of city resilience measures from Quezon City following unexpected extreme rainfall.
Our editorial newsletter pulls together our latest news items into one email, direct to your inbox. We also feature our latest city interviews, Special Reports and Guest Opinions.
Mexican fibre infrastructure provider Fermaca is working with the Government of Durango in Mexico and Nvidia to create a next-generation data centre campus.
By using renewable infrastructure to support AI workloads, the town illustrates how municipalities can deploy AI responsibly without compromising climate goals.
Itron’s 2025 Resourcefulness Report finds the rapid adoption is due to unprecedented pressures such as surging demand from electrification and AI data centres.
Pairing wifi technology with existing city infrastructure unlocks a platform for Los Angeles to further develop smart city assets and public service delivery.
Awards honour the work of infrastructure professionals and the innovative use of Bentley software to improve the way infrastructure is built and operated.
The infrastructure engineering software company is unveiling a raft of developments at its annual Year in Infrastructure conference in Amsterdam this week.
It builds on the Federal Highway Administration’s partnership with Aurigo to modernise the planning, execution, and management of infrastructure programmes.
Carahsoft will serve as Purple Transform’s public sector distributor, making its AI-powered infrastructure platform available through its reseller partners.
Projects selected span drone pilot training and AI-based mapping of outdoor advertising to biometric identification of pets and smart education analytics.
Early-stage artificial intelligence company winners join a San José tech scene that now includes 91 venture-backed AI startups valued at approximately $6bn.
Smart city is the framework based on Information and Communication technologies that enable the development of sustainable practices to address the urbanisation challenges. Leveraging the technology is one of the foremost pillars of ‘smart cities’ in order to increase efficiencies and improve the quality of resident’s life and the city’s services.
The continued growth of skyscrapers and urban infrastructure means AVs are at risk of signal black-out in cities across the world, warns UK-based AV software specialist, Oxbotica.
The company will build and operate a smart city platform with citywide network connectivity for the Qatar city using advanced AI and data-driven technologies.
Bilkollektivet will collaborate with the shared mobility specialist, Digital Mobility Solutions, to provide a “total package” for Norwegian municipalities less equipped for car-sharing.
Google affiliate blames coronavirus and economic uncertainty for closing controversial and delayed smart city project
SmartCitiesWorld Newsletters (Daily/Weekly)
Our editorial newsletter pulls together our latest news items into one email, direct to your inbox. We also feature our latest city interviews, Special Reports and Guest Opinions.
Find out how Dublin is innovating to improve experiences and services for its communities in the latest SmartCitiesWorld City Profile, including digital twin projects, traffic reduction, and economic growth.
Discover how the city of Madrid is innovating to become a smarter, more sustainable city that’s able to deliver improved services to residents and visitors alike.
Delve into this City Profile which focuses on how the City of San Diego is innovating through policy and technology to best serve its communities. Find out how it splits the city’s challenges and matches them to solutions that demonstrate exactly how technology, policy and investment come together to overcome both every-day and long-term issues.
This report draws on a new survey of 100 senior practitioners and explores what kinds of digital investments cities are making, where they are seeing results, and what is holding them back.
Find out how to build a single source of truth and information on infrastructure and assets. Download now to learn how Clarion Housing Group is using Bentley Systems’ technology to create a “golden thread of information” on its buildings.
We use cookies so we can provide you with the best online experience. By continuing to browse this site you are agreeing to our use of cookies. Click on the banner to find out more.","smart cities, infrastructure development, AI, city resilience measures",0.9,"The article discusses smart cities, infrastructure development, AI in cities, and city resilience measures, which are related to Civil Engineering and infrastructure."
Smart Cities World,https://www.smartcitiesworld.net/events/tomorrowcity-expo-usa-2026,,Tomorrow.City Expo USA 2026,"Tomorrow.City Expo USA 2026
Tomorrow.City Expo USA is the U.S. edition of the world’s biggest and most influential event on urban innovation, Smart City Expo World Congress (#SCEWC) by Fira Barcelona.
The next decade of global competitiveness will be driven by future-ready, decarbonized cities investing in next-gen infrastructure. These cities will need to sustainably support AI and data centers, safe and stable digital connectivity, frontier research and innovation (space, quantum, semiconductor, biotech, cybersecurity), climate resilience, a healthy, skilled, mobile, and inclusive workforce, and a strong startup and entrepreneurial ecosystem.
The time to build smart cities across the U.S. is NOW. With millions of fans preparing to visit North America to witness history at the Olympic games, FIFA matches, F1 races and more, join top government officials and leading global companies ensuring U.S. cities are modern, safe, sustainable, and future-ready.
- 3000+ Visitors
- 500+ Government Officials
- 100+ Speakers
- 100+ Sponsors and Exhibitors
WHY ATTEND
Tomorrow.City Expo USA is the country’s leading event for smart cities, providing high-level networking opportunities, cutting-edge technologies, and powerful thought leadership in areas of government, finance, transportation, infrastructure, digital transformation, public safety & security, AI, healthcare, and clean energy.
- Expert-Led Sessions - Find out about the latest tech and policy trends for building inclusive 21st century cities
- Keynote Speakers - Hear from world-renowned organizations who are mission-aligned in building sustainable and equitable cities of tomorrow
- Networking Opportunities - Connect with other industry leaders and government officials committed to building next-generation cities
- Cutting Edge Technology - Discover solutions to assist you in building smart, sustainable, and equitable cities.
TICKETS
SmartCitiesWorld is offering a limited amount of free tickets for city representatives and officials. For your chance at getting one, make sure to fill in this form.
Why not try these links to see what our SmartCitiesWorld AI can tell you.
(Please note this is an experimental service)
How can AI enhance digital connectivity in future-ready smart cities?What strategies support climate resilience in urban infrastructure development?How do startups contribute to building equitable and sustainable cities?Which technologies improve public safety and security in smart cities?What policies drive inclusive workforce development in 21st century cities?","smart cities, infrastructure development, digital transformation, public safety, clean energy",0.9,"The article discusses smart cities, infrastructure development, digital transformation, public safety, and clean energy, which are related to civil engineering and infrastructure."
Smart Cities World,https://www.smartcitiesworld.net/residential-buildings,,Residential buildings,"Join city and industry experts to explore how AI is enabling more personalised, accessible, and trusted government services, and uncover practical strategies for responsible AI adoption that benefits all citizens. Hear from Manchester City Council and the City of Tampere.
Discover how this year’s Cities Climate Action Summit puts the spotlight on the switch to clean and renewable energy, and the importance of energy-efficiency.
Find out how Dublin is innovating to improve experiences and services for its communities in the latest SmartCitiesWorld City Profile, including digital twin projects, traffic reduction, and economic growth.
Discover how the city of Madrid is innovating to become a smarter, more sustainable city that’s able to deliver improved services to residents and visitors alike.
Tune in for the latest Urban Exchange where we get a first-hand account of city resilience measures from Quezon City following unexpected extreme rainfall.
Andrea Sorri of Axis Communications explains how AI can be used to maximise insights from existing infrastructure and enable cities to avoid the costs of deploying new sensors.
ST Engineering’s Richard Ng explains how integrated smart city platforms can support cities in becoming more sustainable and efficient at the scale that is right for them.
Find out how Dublin is innovating to improve experiences and services for its communities in the latest SmartCitiesWorld City Profile, including digital twin projects, traffic reduction, and economic growth.
Download our latest report to uncover how artificial intelligence is being used to support cities in how they plan and operate city services to ensure they are vibrant, sustainable and economically thriving modern spaces.
Tune in for the latest Urban Exchange where we get a first-hand account of city resilience measures from Quezon City following unexpected extreme rainfall.
Tune in for the latest Urban Exchange where we get a first-hand account of city resilience measures from Quezon City following unexpected extreme rainfall.
Our editorial newsletter pulls together our latest news items into one email, direct to your inbox. We also feature our latest city interviews, Special Reports and Guest Opinions.
Wells Fargo Innovation Incubator is a $55m energy tech programme and the cohort represents those from housing, utilities, infrastructure, and real estate.
Greenshank Environmental’s platform enables developers to browse credits, view pricing and unit types, and purchase verified BNG and nutrient credits online.
Seven Boston affordable housing developments will receive funding to advance retrofits and electrification as part of Climate Ready Housing grant programme.
Judges at the World Smart City Awards gala said Rome’s visionary strategy is leveraging data, 5G and digital twins to enhance urban governance, improve public services and build resilience.
The AI-designed smart work resort District 11 project aims to set a new benchmark for urban innovation and economic vitality in Sharjah and the wider UAE.
Report spotlights where business and policymakers are making progress on key interventions to cut carbon in buildings, providing a playbook ahead of Cop30 to inform policy.
Boston Energy Saver programme is a resource to connect Boston residents with discounts and building upgrades that work best for their home or small business.
The Global Observance of World Cities Day on 31 October will take place in Bogotá, Colombia, while Shanghai will host the 2025 SDG Cities Global Conference.
Smart city is the framework based on Information and Communication technologies that enable the development of sustainable practices to address the urbanisation challenges. Leveraging the technology is one of the foremost pillars of ‘smart cities’ in order to increase efficiencies and improve the quality of resident’s life and the city’s services.
The continued growth of skyscrapers and urban infrastructure means AVs are at risk of signal black-out in cities across the world, warns UK-based AV software specialist, Oxbotica.
The company will build and operate a smart city platform with citywide network connectivity for the Qatar city using advanced AI and data-driven technologies.
Bilkollektivet will collaborate with the shared mobility specialist, Digital Mobility Solutions, to provide a “total package” for Norwegian municipalities less equipped for car-sharing.
Google affiliate blames coronavirus and economic uncertainty for closing controversial and delayed smart city project
SmartCitiesWorld Newsletters (Daily/Weekly)
Our editorial newsletter pulls together our latest news items into one email, direct to your inbox. We also feature our latest city interviews, Special Reports and Guest Opinions.
Find out how Dublin is innovating to improve experiences and services for its communities in the latest SmartCitiesWorld City Profile, including digital twin projects, traffic reduction, and economic growth.
Download our latest report to uncover how artificial intelligence is being used to support cities in how they plan and operate city services to ensure they are vibrant, sustainable and economically thriving modern spaces.
Tune in for the latest Urban Exchange where we get a first-hand account of city resilience measures from Quezon City following unexpected extreme rainfall.
Tune in for the latest Urban Exchange where we get a first-hand account of city resilience measures from Quezon City following unexpected extreme rainfall.
Our editorial newsletter pulls together our latest news items into one email, direct to your inbox. We also feature our latest city interviews, Special Reports and Guest Opinions.
Find out how Dublin is innovating to improve experiences and services for its communities in the latest SmartCitiesWorld City Profile, including digital twin projects, traffic reduction, and economic growth.
Discover how the city of Madrid is innovating to become a smarter, more sustainable city that’s able to deliver improved services to residents and visitors alike.
Delve into this City Profile which focuses on how the City of San Diego is innovating through policy and technology to best serve its communities. Find out how it splits the city’s challenges and matches them to solutions that demonstrate exactly how technology, policy and investment come together to overcome both every-day and long-term issues.
We use cookies so we can provide you with the best online experience. By continuing to browse this site you are agreeing to our use of cookies. Click on the banner to find out more.","construction, infrastructure, smart cities, energy efficiency, city resilience",0.9,"The article discusses smart cities, infrastructure development, energy efficiency, and city resilience measures, which are closely related to civil engineering and infrastructure."
Smart Cities World,https://www.smartcitiesworld.net/cities-climate-action-summit,,Cities Climate Action Summit,"24 - 25 June 2025
Online & In-Person (London)
3,000+
Delegates
60+
Speakers
30+
Sessions
750+
Cities & Local Authorities
CITIES CLIMATE ACTION SUMMIT
Connecting cities for a resilient future
Cities Climate Action Summit is the must-attend city, local-government and sub-national event dedicated to discuss how cities around the globe can drive change. Bringing together visionary city leaders, creative policymakers, green finance experts, and cutting-edge technology innovators, our mission is to drive action into solving urban climate challenges.
THE FLAGSHIP CITY-FOCUSED EVENT DURING LONDON CLIMATE ACTION WEEK
Virtual Agenda | 23 June 2026
In-Person | 24 June 2026
What can you expect from Cities Climate Action Summit?
In this two-day event (one virtual, one in-person) you can be part of the conversation that will drive impactful change. You'll gain insights to develop strategies to building a smart, resilient city that addresses climate change, while considering liveability, equity, and long-term sustainability.
Held during London Climate Action Week, you'll hear from world class, international city leaders and climate experts. You'll be able to engage in dynamic discussions through exclusive roundtables, acquire valuable perspectives from thought-provoking panel debates, and enjoy intimate fireside chats with industry pioneers.
Who registered for 2025?
Over 3,000 delegates signed up for this years' Summit and were surrounded with a global audience of climate, technology, finance, policy, and smart city professionals to teach and hear the latest in climate advancements.
Take a look below at just some of our delegation...
""This event is a powerful testament to the collective determination of cities worldwide to address the urgent challenges of climate change. The summit provided a unique platform for thought leaders, innovators, and policymakers to come together.""
Jaromir Beranek, Chairman of International Relations and EU Funds, City of Prague
Our ground-breaking Cities Climate Action Trend Report lays the foundation for this event - which analyses 200 cities’ targets, actions and priorities in the fight against climate change. We also build on the work achieved through the SmartCitiesWorld COP26 Charter alongside our recent Cities Climate Action Panel Discussion
Our world-class speakers make the case for a new climate imperative. Our audience provides the network to mobilise best practices for cities worldwide.
Just some of the quotes that City Halls gave us:
""Cities shouldn’t wait for a new optimal technology to emerge in the future to get started because there are already so many ways to get started off the shelf.""
Björn Hugosson, Chief Climate Officer, City of Stockholm
""The importance is working with other levels of government, communities and the private
sector as we just can’t do it alone.""
Lord Mayor Sally Capp, City of Melbourne
Different from traditional city events, the Summit seeks to uncover tangible solutions—you will see and hear the latest from leading policymakers, technologists and financiers to learn what is working and what is not working.
The Summit will provide a holistic view of how urban climate action can be achieved at scale.
Experts across the globe from the World Bank to the World Economic Forum estimate investment needed to combat the climate crisis surpasses US$90 trillion by 2030.
And cities are at the crossroad for this investment! The Summit will focus on the policy, the finance and the technology to make these investments wisely—to inform city leaders so they can work to serve and protect their citizens","cities, climate action, resilient, urban climate challenges, smart city, infrastructure",0.9,"The article is related to infrastructure development, specifically focusing on cities, climate action, and building smart, resilient cities."
Smart Cities World,https://www.smartcitiesworld.net/news/st-engineering-to-provide-smart-city-platform-for-lusail-city,,ST Engineering to provide smart city platform for Lusail City,"The company will build and operate a smart city platform with citywide network connectivity for the Qatar city using advanced AI and data-driven technologies.
Lusail Real Estate Development Company (LREDC) has awarded a S$60m contract to design, build and operate a state-of-the-art smart city platform with citywide network connectivity for Lusail City, Qatar.
This project marks a significant step in Lusail’s transformation into a fully integrated smart city that leverages advanced AI and data-driven technologies. Awarded to ST Engineering’s Urban Solutions business, the project is scheduled to commence in the fourth quarter of 2024 and conclude by 2027.
Powered by AI, machine learning and data analytics, ST Engineering Urban Solution’s Agil Smart City Operating System will serve as the digital backbone of Lusail.
The system will connect and integrate a comprehensive range of smart city solutions and applications, enhancing the efficiency and responsiveness of citywide operations and management. According to Urban Solutions, these advancements will not only contribute to Lusail’s sustainability goals but will improve quality of life for 450,000 residents and visitors.
“At Qatari Diar, our commitment goes beyond merely developing real estate projects; we strive across all our global ventures to deliver the best solutions and advanced technologies that ensure the highest standards of quality of life, particularly for the residents and visitors of Lusail,” said Ali Mohamed Al-Ali, CEO of Qatari Diar, parent group of LREDC.
“This ambitious project, in collaboration with ST Engineering, marks a key step toward realising our vision of providing an integrated and sustainable urban environment.
“By leveraging AI technologies and interactive applications, we aim to offer superior smart city experiences that make the city more efficient and sustainable. We are confident that this partnership will help position Lusail as a model smart city both regionally and globally.""
“This ambitious project marks a key step toward realising our vision of providing an integrated and sustainable urban environment.""
Addressing Lusail’s multiple systems such as lighting, building and traffic management systems that generate vast and diverse amounts of data, Agil Smart City OS will integrate such complex systems to provide a unified view and AI-driven insights into Lusail’s operations. This will enable seamless operations across Lusail’s infrastructure and smart city applications, optimising processes and minimising resource wastage to support its development and sustainability goals.
Key features of the Agil Smart City OS to be deployed for Lusail include:
“This win represents a significant milestone in the growth of our global smart city business. With Lusail recognised as a model for the future of urban living, securing this iconic project not only solidifies our position as a leading technology partner in city transformation, but also demonstrates our smart city capabilities and large-scale project management expertise,” said Chew Men Leong, president, Urban Solutions, ST Engineering.
“By leveraging AI technologies and interactive applications, we aim to offer superior smart city experiences that make the city more efficient and sustainable""
He continued: “The Agil Smart City OS will be the cornerstone of Lusail’s smart city transformation and enable new possibilities for sustainable urban living. We appreciate Enterprise Singapore’s support in helping us achieve this milestone and look forward to working with Qatari Diar to deliver this impactful project.”
As a key element of Qatar’s National Vision 2030, Lusail is the country’s largest sustainable city, spanning 38 square kilometres. It includes four exclusive islands and 19 multi-purpose residential, mixed-use, entertainment and commercial districts, showcasing its commitment to smart and sustainable urban living.
Why not try these links to see what our SmartCitiesWorld AI can tell you.
(Please note this is an experimental service)
How will AI enhance efficiency in Lusail City's smart infrastructure management?What role does machine learning play in optimizing Lusail's resource utilization?How does the Agil Smart City OS integrate diverse urban systems effectively?In what ways will AI-enabled chatbots improve resident and visitor services?How can data analytics support sustainability goals in Lusail's smart city platform?","smart city platform, citywide network connectivity, Lusail City, AI, data-driven technologies, urban environment, sustainable, smart city experiences",0.95,"The article discusses the construction and operation of a smart city platform with citywide network connectivity for Lusail City in Qatar, leveraging advanced AI and data-driven technologies, which falls under infrastructure development."
Smart Cities World,https://www.smartcitiesworld.net/rail-travel,,Rail Travel,"This white paper covers how connected systems can help cities build sustainability and wellbeing into their indoor and outdoor spaces. We look at the scale of the decarbonisation challenge faced by cities, how cities can use connected technologies to create greener buildings and the vital role of retrofitting. We includes detailed analysis of the energy and cost-savings that energy efficiency programmes can bring in cities.","sustainability, energy efficiency, retrofitting, cities, greener buildings, energy efficiency programs",0.9,"The article discusses sustainability, energy efficiency, and retrofitting in cities, which are related to infrastructure development and energy efficiency programs."
Smart Cities World,https://www.smartcitiesworld.net/data-management-software?nav=top,,Data management & software,"This eBook, illustrated with a range of case studies, brings together best practice from multiple open data projects and industry experts. It demonstrates The report includes examples from Town of Cary (USA), Bristol City Council (UK), Morrisville (USA), Kingston (UK), City of New Jersey (USA), Western Parkland Councils (Australia), Southern Grampians Shire Council (Australia).","data management, open data projects, infrastructure development",0.9,"The article discusses data management in the context of multiple open data projects involving various cities and councils, which may involve infrastructure development."
Smart Cities World,https://www.smartcitiesworld.net/news/the-threat-of-urban-canyons-to-autonomous-vehicles-5468,,The threat of urban canyons to autonomous vehicles,"The continued growth of skyscrapers and urban infrastructure means AVs are at risk of signal black-out in cities across the world, warns UK-based AV software specialist, Oxbotica.
Autonomous vehicles (AV) are at risk of signal black-out caused by “urban canyons” in cities across the world due to the continued growth of skyscrapers and urban infrastructure, warns UK-based AV software specialist, Oxbotica.
Urban canyons are formed when a street is densely populated by tall buildings on both sides. This can cause the GPS signal at ground level to be degraded or lost which has potential safety and operational implications for AV systems that rely heavily on satellite-based navigation.
The number of tall buildings (above 200m) has risen by 650 per cent in the last five years (according to the Council on Tall Buildings and Urban Habitat). And with this number set to increase again by up to 20 per cent in 2020, the frequency of urban canyons in cities is only set to grow, according to Oxbotica.
Even a standard three-storey building is enough to create signal disruption at ground level, it reports. And the problem is worse at higher latitudes where satellites tend to be lower in the sky. If no suitable fallbacks are in place, this can affect autonomous vehicles in these environments, including mass transit shuttles, buses, city delivery vehicles and cars, the company reports.
However, canyons are not the only issue with GPS dependency. Sunspots formed during the sun’s 11-year magnetic field cycle cause marked changes in the solar wind. This impacts the upper atmosphere which can in turn interfere with GPS satellites. The solution is to use a mix of radars, cameras and lasers to navigate and localise rather than relying solely on GPS.
“There are so many urban canyons and GPS ‘blind spots’ across our towns, cities and countryside, that we can’t rely on GPS for accurate navigation,” said Ben Upcroft, vice president of technology at Oxbotica.
“While this may pose a problem for some autonomous vehicles, our software is designed to mitigate this and is able to work independently of a GPS signal, helping us to bring autonomy to any vehicle in any environment – this is the central focus of our Universal Autonomy vision.”
“There are so many urban canyons and GPS ‘blind spots’ across our towns, cities and countryside, that we can’t rely on GPS for accurate navigation”
Oxbotica claims its autonomy technology is able to work independently of any external infrastructure, allowing continuous localisation and safe control of its vehicles – even without a GPS signal. The company said its localisation system is not reliant on a single sensor modality, and instead uses a mixture of radar, laser and vision sensing to deliver autonomous operation in a vast range of settings, on any vehicle platform, under any conditions.
This technology has already operated in a range of environments without access to GPS, for example in mines and quarries, inside warehouses, and in urban canyons across Europe, Asia and America. It uses the same software to run autonomous vehicles, in any environment, without needing to change a single line of code.
“While it is harder to figure out your location using vehicle-mounted sensors rather than being told it by GPS, the rewards are many. Entirely new commercial opportunities open up – working underground is no different to a high street, an autonomous shuttle is no different to a haulage truck in a mine,” added Paul Newman, CTO and founder at Oxbotica.
You might also like:
Why not try these links to see what our SmartCitiesWorld AI can tell you.
(Please note this is an experimental service)
How does Oxbotica's software enable autonomy without GPS signals?What sensor combinations improve vehicle localization in urban canyons?How do urban canyons impact GPS reliability for autonomous vehicles?What alternative navigation methods mitigate sunspot-related GPS disruptions?How can autonomous vehicles operate safely in GPS-denied environments?","urban infrastructure, skyscrapers, urban canyons, autonomous vehicles, GPS signal, satellite-based navigation",0.9,"The article discusses the impact of urban infrastructure, skyscrapers, and urban canyons on autonomous vehicles, highlighting the importance of infrastructure development for AV systems."
Smart Cities World,https://www.smartcitiesworld.net/sea-travel?nav=top,,Sea travel,"This white paper covers how connected systems can help cities build sustainability and wellbeing into their indoor and outdoor spaces. We look at the scale of the decarbonisation challenge faced by cities, how cities can use connected technologies to create greener buildings and the vital role of retrofitting. We includes detailed analysis of the energy and cost-savings that energy efficiency programmes can bring in cities.","sustainability, wellbeing, energy efficiency, retrofitting, cities, connected technologies, greener buildings, energy and cost-savings",0.9,"The article discusses how connected systems can help cities build sustainability and wellbeing into their indoor and outdoor spaces, focusing on energy efficiency programs and retrofitting, which are related to infrastructure development."
